"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.472735112E1,-3.096030056E-1,-2.339454293E-1,1.305141151E-1
1.473734612E1,-3.420909047E-1,-2.438278794E-1,9.845605493E-2
1.474734212E1,-3.402533829E-1,-2.319352180E-1,7.096269727E-2
1.475733813E1,-3.104888201E-1,-2.060870975E-1,4.636440799E-2
1.476733746E1,-2.731409967E-1,-1.803691983E-1,2.910891362E-2
1.477733346E1,-2.540804744E-1,-1.791121960E-1,1.670257933E-2
1.478732946E1,-2.938927412E-1,-1.939270198E-1,5.073240958E-3
1.479732446E1,-4.196722507E-1,-1.533295214E-1,-1.267273258E-2
1.480732046E1,-6.613735557E-1,-5.953114480E-2,-4.748739302E-2
1.481731646E1,-9.530211091E-1,7.668662071E-2,-1.050369740E-1
1.482731246E1,-1.208191037E0,2.430388331E-1,-1.495358795E-1
1.483730746E1,-1.354657412E0,4.103348851E-1,-1.515758634E-1
1.484730346E1,-1.361202836E0,5.161701441E-1,-1.084912419E-1
1.485729946E1,-1.229109526E0,5.732475519E-1,-5.005749315E-2
1.486729446E1,-9.862788320E-1,5.900888443E-1,1.264254004E-2
1.487729046E1,-6.987580657E-1,5.079492331E-1,6.097918376E-2
1.488728646E1,-4.216292500E-1,3.903592527E-1,7.288217545E-2
1.489728146E1,-2.168340236E-1,2.830876410E-1,2.536073141E-2
1.490727746E1,-7.794284821E-2,1.750856042E-1,-5.734353513E-2
1.491727346E1,2.188787423E-2,1.001509130E-1,-1.650364399E-1
1.492726946E1,8.042292297E-2,8.824707568E-2,-2.802135348E-1
1.493726446E1,8.817724884E-2,1.543738991E-1,-3.753264546E-1
1.494726046E1,9.145429730E-2,2.549337745E-1,-4.378476441E-1
1.495725646E1,1.106335819E-1,3.175417781E-1,-4.495091140E-1
1.496725146E1,1.344078183E-1,3.748811185E-1,-3.986784518E-1
1.497724746E1,1.373852193E-1,4.033489823E-1,-3.075994253E-1
1.498724346E1,1.025822684E-1,4.049763381E-1,-2.023557276E-1
1.499723846E1,1.971321367E-2,4.164087474E-1,-1.309199035E-1
1.500723446E1,-1.040422618E-1,4.113430977E-1,-1.000131145E-1
1.501723046E1,-2.539984584E-1,3.892425895E-1,-1.035111770E-1
1.502722646E1,-3.946449757E-1,3.556567729E-1,-1.181788221E-1
1.503722146E1,-4.859610498E-1,3.193006217E-1,-1.209652871E-1
1.504721746E1,-5.112852454E-1,2.674970627E-1,-9.917225689E-2
1.505721346E1,-4.565598965E-1,2.055684328E-1,-4.873704538E-2
1.506720846E1,-3.329063058E-1,1.648515612E-1,-1.028807554E-2
1.507720446E1,-1.970842779E-1,1.214705259E-1,1.940084435E-2
1.508720046E1,-8.612311631E-2,8.863533288E-2,2.995676547E-2
1.509719546E1,-1.695443504E-2,8.343551308E-2,2.293480933E-2
1.510719146E1,-1.814420708E-2,8.748371899E-2,1.196292462E-3
1.511718746E1,-7.098771632E-2,9.241829067E-2,-1.518268045E-2
1.512718246E1,-1.560107321E-1,1.014900878E-1,-2.054442279E-2
1.513717846E1,-2.367516458E-1,1.046320796E-1,-1.360395830E-2
1.514717446E1,-2.774347663E-1,9.478507191E-2,2.767483471E-3
1.515717046E1,-2.841778696E-1,9.253070503E-2,3.170645982E-2
1.516716546E1,-2.490922511E-1,1.057942808E-1,5.515682325E-2
1.517716146E1,-2.021955848E-1,1.063367650E-1,7.224339247E-2
1.518715746E1,-1.841755211E-1,1.094390899E-1,9.460213780E-2
1.519715246E1,-2.032224536E-1,1.131533980E-1,1.064814329E-1
1.520714846E1,-2.434890419E-1,9.530214220E-2,1.215193048E-1
1.521714446E1,-2.691874504E-1,6.849502772E-2,1.454347670E-1
1.522713946E1,-2.579210997E-1,3.587341309E-2,1.677169651E-1
1.523713546E1,-2.114156783E-1,-6.296413019E-3,1.998336315E-1
1.524713146E1,-1.498357952E-1,-6.101968884E-2,2.311610132E-1
1.525712746E1,-1.004038081E-1,-1.125824824E-1,2.669280767E-1
1.526712246E1,-8.353211731E-2,-1.262916476E-1,2.965389192E-1
1.527711846E1,-7.225176692E-2,-9.867174178E-2,3.009965420E-1
1.528711446E1,-5.197956413E-2,-2.959622070E-2,2.739247382E-1
1.529710946E1,-1.859976724E-2,7.702689618E-2,2.285511345E-1
1.530710546E1,2.173841000E-2,1.866500080E-1,1.795014590E-1
1.531710146E1,6.697486341E-2,2.531640530E-1,1.517635733E-1
1.532709646E1,9.831260145E-2,2.819408476E-1,1.542005390E-1
1.533709246E1,1.092147827E-1,2.367264777E-1,1.802595705E-1
1.534708846E1,9.653352201E-2,1.418352425E-1,2.292321771E-1
1.535708446E1,8.517274261E-2,5.264039338E-2,2.829752862E-1
1.536707946E1,9.821426868E-2,-2.280986682E-2,3.041164875E-1
1.537707546E1,1.780494452E-1,-8.138902485E-2,2.785999477E-1
1.538707146E1,3.160015941E-1,-1.355066895E-1,2.395807058E-1
1.539706646E1,4.557760060E-1,-1.818137318E-1,1.821326017E-1
1.540706246E1,5.971520543E-1,-2.101674974E-1,9.681911021E-2
1.541705846E1,7.443124652E-1,-2.376172394E-1,-2.091490664E-3
1.542705346E1,8.711854815E-1,-2.472710460E-1,-1.006493047E-1
1.543704946E1,9.590111971E-1,-2.450512946E-1,-1.853447407E-1
1.544704546E1,9.990466833E-1,-2.568734586E-1,-2.523241341E-1
1.545704146E1,9.916705489E-1,-3.054606915E-1,-2.954460382E-1
1.546703646E1,9.697329402E-1,-3.601375818E-1,-3.153638244E-1
1.547703246E1,9.608052373E-1,-4.074121714E-1,-3.252457678E-1
1.548702846E1,9.696983695E-1,-4.510768354E-1,-3.289193809E-1
1.549702346E1,9.617581964E-1,-4.937564135E-1,-3.182022870E-1
1.550701946E1,9.019155502E-1,-5.098484159E-1,-2.954714596E-1
1.551701546E1,7.719857693E-1,-4.912850857E-1,-2.797042131E-1
1.552701146E1,5.873745084E-1,-4.396943450E-1,-2.938018441E-1
1.553700646E1,3.577991128E-1,-3.571568727E-1,-3.387930095E-1
1.554700246E1,1.561838984E-1,-2.511841059E-1,-3.707130253E-1
1.555699846E1,2.026494965E-2,-1.460850984E-1,-3.741328120E-1
1.556699346E1,-1.784656662E-3,-7.923300564E-2,-3.376314342E-1
1.557698946E1,6.718056649E-2,-7.091835141E-2,-2.690981925E-1
1.558698546E1,2.207121253E-1,-1.355068535E-1,-1.696932763E-1
1.559698046E1,4.165580869E-1,-2.507812381E-1,-4.401789978E-2
1.560697646E1,6.132856607E-1,-3.970032036E-1,6.723620743E-2
1.561697246E1,7.696079016E-1,-5.381262302E-1,1.243120134E-1
1.562696746E1,8.690645099E-1,-6.452268958E-1,1.305655986E-1
1.563696346E1,9.020666480E-1,-7.004842758E-1,1.096019894E-1
1.564695946E1,8.593999743E-1,-7.187981009E-1,9.304384887E-2
1.565695546E1,7.691950202E-1,-7.032551169E-1,8.936362714E-2
1.566695046E1,6.602564454E-1,-6.777736545E-1,1.019437984E-1
1.567694646E1,5.511781573E-1,-6.476545930E-1,1.152651981E-1
1.568694246E1,4.370819926E-1,-6.073024869E-1,1.121912748E-1
1.569693746E1,3.435469568E-1,-5.623573661E-1,1.036068425E-1
1.570693346E1,2.851275504E-1,-5.165836215E-1,8.301520348E-2
1.571692946E1,2.610983849E-1,-4.691734314E-1,5.211268365E-2
1.572692546E1,2.416559011E-1,-4.383714497E-1,3.418535739E-2
1.573692046E1,2.059391737E-1,-4.250710905E-1,4.094845429E-2
1.574691646E1,1.599531323E-1,-4.261983931E-1,6.197743118E-2
1.575691246E1,9.369528294E-2,-4.434511662E-1,8.265288174E-2
1.576690258E1,4.919285886E-3,-4.515386522E-1,8.558804542E-2
1.577689858E1,-9.027727693E-2,-4.434777796E-1,7.458892465E-2
1.578689458E1,-1.597411633E-1,-4.170939028E-1,5.435562506E-2
1.579689058E1,-1.895419359E-1,-3.966136575E-1,2.880366333E-2
1.580688558E1,-1.849165559E-1,-3.705137670E-1,2.290515602E-2
1.581688158E1,-1.651465744E-1,-3.169786334E-1,2.171631902E-2
1.582687758E1,-1.655305177E-1,-2.594569623E-1,7.783442736E-3
1.583687258E1,-2.296136171E-1,-2.051665634E-1,-2.832262963E-2
1.584686858E1,-3.608286977E-1,-1.365668178E-1,-7.323741168E-2
1.585686458E1,-5.690202117E-1,-8.073630929E-2,-1.190309972E-1
1.586686058E1,-8.186486363E-1,-3.858823329E-2,-1.059798747E-1
1.587685558E1,-1.036626458E0,1.821006648E-2,-5.299548432E-2
1.588685158E1,-1.152429819E0,4.439194128E-2,1.885951124E-2
1.589684758E1,-1.132933855E0,4.501565546E-2,7.773081958E-2
1.590684258E1,-9.980796576E-1,4.828053340E-2,1.131010428E-1
1.591683858E1,-7.950680256E-1,4.002499953E-2,1.229853705E-1
1.592683458E1,-5.839121938E-1,1.410766225E-2,9.505418688E-2
1.593682958E1,-3.908593357E-1,4.236123059E-3,6.704348139E-3
1.594682558E1,-2.397725880E-1,2.902173437E-4,-1.156888604E-1
1.595682158E1,-1.239338592E-1,1.462274464E-3,-2.477473021E-1
1.596681758E1,-4.591286555E-2,8.775861934E-3,-3.502610922E-1
1.597681258E1,6.862462498E-3,3.967225924E-2,-3.977330029E-1
1.598680858E1,4.972679913E-2,1.038477570E-1,-3.985417783E-1
1.599680458E1,8.402272314E-2,1.252467930E-1,-3.561423719E-1
1.600680058E1,1.068045646E-1,1.023239270E-1,-2.968325913E-1
1.601679558E1,9.240166098E-2,8.029266447E-2,-2.441576570E-1
1.602679158E1,3.372290730E-2,6.371658295E-2,-2.167843729E-1
1.603678758E1,-4.953762889E-2,7.206319273E-2,-2.277912199E-1
1.604678258E1,-1.300515234E-1,1.118479446E-1,-2.651791275E-1
1.605677858E1,-1.980726421E-1,1.596056223E-1,-2.991962135E-1
1.606677458E1,-2.510075271E-1,2.016967833E-1,-3.096332252E-1
1.607676958E1,-2.719314694E-1,2.472347021E-1,-2.815627158E-1
1.608676558E1,-2.287872732E-1,2.958267331E-1,-2.330035567E-1
1.609676158E1,-1.248968318E-1,3.022420406E-1,-1.576182544E-1
1.610675758E1,-1.665638201E-2,2.470467687E-1,-5.798459426E-2
1.611675258E1,7.193259895E-2,1.822723001E-1,4.295453429E-2
1.612674858E1,1.361484826E-1,9.532489628E-2,1.383422315E-1
1.613674458E1,1.749539226E-1,6.860011723E-3,2.004058659E-1
1.614674058E1,1.987043619E-1,-6.446021050E-2,2.197537124E-1
1.615673558E1,1.944747269E-1,-1.036832482E-1,1.863960177E-1
1.616673158E1,1.739581525E-1,-9.760726243E-2,1.150622591E-1
1.617672758E1,1.375463456E-1,-7.910468429E-2,3.825243562E-2
1.618672258E1,1.000455990E-1,-5.035176501E-2,1.175453654E-3
1.619671858E1,4.582630470E-2,-3.508892283E-2,2.848111279E-2
1.620671458E1,-1.754234917E-2,-3.618611395E-2,8.808115870E-2
1.621671058E1,-7.696865499E-2,-4.012892395E-2,1.632227749E-1
1.622670558E1,-1.375231594E-1,-6.752818823E-2,2.377435863E-1
1.623670158E1,-2.106287926E-1,-7.472058386E-2,2.904227674E-1
1.624669758E1,-2.575420141E-1,-7.100966573E-2,3.010920584E-1
1.625669258E1,-2.708389163E-1,-7.452584058E-2,2.936351895E-1
1.626668858E1,-2.405391037E-1,-8.117839694E-2,2.723046243E-1
1.627668458E1,-1.630637497E-1,-9.684257954E-2,2.552028894E-1
1.628668058E1,-4.826440662E-2,-1.561653316E-1,2.573591471E-1
1.629667558E1,8.421028405E-2,-2.568469048E-1,3.028099835E-1
1.630667158E1,2.073208243E-1,-3.697913289E-1,3.792018592E-1
1.631666758E1,2.939630449E-1,-4.818174839E-1,4.601894021E-1
1.632666258E1,3.260104656E-1,-5.640951991E-1,5.208997130E-1
1.633665858E1,3.017669022E-1,-6.019983888E-1,5.423719883E-1
1.634665458E1,2.540211082E-1,-5.962275863E-1,5.477861166E-1
1.635665058E1,2.034056187E-1,-5.766088367E-1,5.486199260E-1
1.636664558E1,1.844459921E-1,-5.561478138E-1,5.519412160E-1
1.637664158E1,2.215928286E-1,-5.393248796E-1,5.448055267E-1
1.638663758E1,3.024439216E-1,-5.438340902E-1,5.147662759E-1
1.639663358E1,4.073719382E-1,-5.482338667E-1,4.789015055E-1
1.640662858E1,5.170165300E-1,-5.567501187E-1,4.293846786E-1
1.641662458E1,5.937983990E-1,-5.759049058E-1,3.964432478E-1
1.642662058E1,6.253844500E-1,-5.845894814E-1,3.693536520E-1
1.643661558E1,6.010564566E-1,-5.571174026E-1,3.480691314E-1
1.644661158E1,5.399129391E-1,-4.925179482E-1,3.073326051E-1
1.645660758E1,4.678994119E-1,-4.252723157E-1,2.714276016E-1
1.646660358E1,4.246509671E-1,-3.804037869E-1,2.555438876E-1
1.647659858E1,4.365334511E-1,-3.815066218E-1,2.587982714E-1
1.648659458E1,4.956876338E-1,-4.267106950E-1,2.743349671E-1
1.649659058E1,5.830034018E-1,-5.047226548E-1,2.832664251E-1
1.650658658E1,6.662402153E-1,-6.058741808E-1,2.712922096E-1
1.651658158E1,7.455976009E-1,-7.254275084E-1,2.391105890E-1
1.652657758E1,8.217015862E-1,-8.486044407E-1,1.937808841E-1
1.653657358E1,9.020118713E-1,-1.000152588E0,1.271097064E-1
1.654656858E1,9.874097109E-1,-1.163093448E0,4.530566931E-2
1.655656458E1,1.084705353E0,-1.317220211E0,-4.049791396E-2
1.656656058E1,1.202550888E0,-1.451105952E0,-1.177832484E-1
1.657655658E1,1.310223579E0,-1.549426913E0,-1.883871108E-1
1.658655158E1,1.362777352E0,-1.589798927E0,-2.548977435E-1
1.659654758E1,1.338649392E0,-1.578423262E0,-3.006559312E-1
1.660654358E1,1.247020006E0,-1.532712221E0,-3.327601254E-1
1.661653858E1,1.114736795E0,-1.472989798E0,-3.420116901E-1
1.662653458E1,9.696035385E-1,-1.434497237E0,-3.280947506E-1
1.663653058E1,8.746759892E-1,-1.435421705E0,-2.932859063E-1
1.664652658E1,8.708566427E-1,-1.463588953E0,-2.490255684E-1
1.665652158E1,9.489365220E-1,-1.491931915E0,-1.879867166E-1
1.666651758E1,1.083294511E0,-1.521544218E0,-1.409903467E-1
1.667651358E1,1.243685007E0,-1.541320562E0,-1.110793203E-1
1.668650958E1,1.402787924E0,-1.544889212E0,-8.971156925E-2
1.669650458E1,1.518047094E0,-1.547338724E0,-7.071977109E-2
1.670650058E1,1.572491765E0,-1.563560247E0,-3.741771355E-2
1.671649658E1,1.584115148E0,-1.575706720E0,7.736981846E-3
1.672649258E1,1.574906111E0,-1.572651148E0,5.166917667E-2
1.673648758E1,1.548704386E0,-1.561333299E0,7.754844427E-2
1.674648358E1,1.513675332E0,-1.552171707E0,9.544914961E-2
1.675647958E1,1.484036803E0,-1.546030998E0,9.452077001E-2
1.676647525E1,1.453083634E0,-1.554562569E0,8.974421024E-2
1.677647125E1,1.426731825E0,-1.581374168E0,8.894206583E-2
1.678646725E1,1.409939528E0,-1.636173010E0,9.778191149E-2
1.679646325E1,1.426597953E0,-1.688652754E0,1.139712706E-1
1.680645825E1,1.461316705E0,-1.713142157E0,1.135440841E-1
1.681645425E1,1.504227400E0,-1.693837881E0,7.046159357E-2
1.682645025E1,1.538041115E0,-1.641544461E0,-9.027142078E-3
1.683644625E1,1.516260624E0,-1.597924590E0,-9.117022157E-2
1.684644125E1,1.429072499E0,-1.570830584E0,-1.490721405E-1
1.685643725E1,1.308630824E0,-1.560891509E0,-1.525856405E-1
1.686643325E1,1.215900064E0,-1.571458220E0,-1.106514186E-1
1.687642925E1,1.167089581E0,-1.567136645E0,-5.906652287E-2
1.688642425E1,1.156900764E0,-1.525020123E0,-3.324834257E-2
1.689642025E1,1.168451428E0,-1.459251285E0,-4.971413687E-2
1.690641625E1,1.169865847E0,-1.388897657E0,-1.038998738E-1
1.691641225E1,1.116218090E0,-1.315147281E0,-1.921889931E-1
1.692640725E1,9.796800017E-1,-1.246070981E0,-2.700332105E-1
1.693640325E1,8.191260099E-1,-1.172912359E0,-3.047629595E-1
1.694639925E1,6.714809537E-1,-1.097770572E0,-3.023937345E-1
1.695639425E1,5.731884837E-1,-1.054889679E0,-2.803107798E-1
1.696639025E1,5.223849416E-1,-1.043959141E0,-2.535660863E-1
1.697638625E1,5.171294808E-1,-1.057607055E0,-2.349324971E-1
1.698638225E1,5.177249908E-1,-1.075337172E0,-2.322186083E-1
1.699637725E1,4.780707657E-1,-1.088991642E0,-2.486255318E-1
1.700637325E1,3.949886858E-1,-1.083032608E0,-2.750747204E-1
1.701636925E1,2.935523391E-1,-1.030990958E0,-3.072310388E-1
1.702636525E1,2.171963751E-1,-9.361190796E-1,-3.424195349E-1
1.703636025E1,1.421351880E-1,-8.642528653E-1,-3.693763316E-1
1.704635625E1,3.545841575E-2,-8.061283827E-1,-3.797759116E-1
1.705635225E1,-8.992932737E-2,-7.064092159E-1,-3.680084646E-1
1.706634825E1,-2.154033035E-1,-5.958725214E-1,-3.226894140E-1
1.707634325E1,-2.680830061E-1,-5.094808936E-1,-2.674570382E-1
1.708633925E1,-2.283343822E-1,-4.302729964E-1,-2.279975265E-1
1.709633525E1,-1.244109124E-1,-3.652383387E-1,-2.353941947E-1
1.710633125E1,4.822237790E-2,-3.493533731E-1,-2.783221900E-1
1.711632625E1,3.038325608E-1,-3.952519000E-1,-3.457912505E-1
1.712632225E1,6.139366627E-1,-4.895598888E-1,-3.975038528E-1
1.713631825E1,9.174419641E-1,-6.203615665E-1,-3.944361508E-1
1.714631325E1,1.158730984E0,-7.766923308E-1,-3.560172021E-1
1.715630925E1,1.309848905E0,-9.063706994E-1,-3.119855523E-1
1.716630525E1,1.366472721E0,-1.007116556E0,-2.700248659E-1
1.717630125E1,1.312396526E0,-1.098715663E0,-2.438204288E-1
1.718629625E1,1.179951787E0,-1.134750128E0,-2.020468265E-1
1.719629225E1,1.009725213E0,-1.104025006E0,-1.692750305E-1
1.720628825E1,8.337010741E-1,-1.045124531E0,-1.441544294E-1
1.721628425E1,7.064169049E-1,-9.497159719E-1,-1.455150396E-1
1.722627925E1,6.364806294E-1,-8.294483423E-1,-1.607591957E-1
1.723627525E1,6.159570217E-1,-7.127207518E-1,-1.821667552E-1
1.724627125E1,6.426916122E-1,-6.437317729E-1,-1.992644668E-1
1.725626725E1,7.080874443E-1,-6.132404208E-1,-2.157488912E-1
1.726626225E1,7.761094570E-1,-6.150861382E-1,-2.348871529E-1
1.727625825E1,8.063285947E-1,-6.358910203E-1,-2.502325475E-1
1.728625425E1,7.786294818E-1,-6.444913745E-1,-2.610663772E-1
1.729625025E1,7.171392441E-1,-6.331527233E-1,-2.753044367E-1
1.730624525E1,6.380676031E-1,-6.054754257E-1,-2.971417606E-1
1.731624125E1,5.702313185E-1,-5.618030429E-1,-3.216913044E-1
1.732623725E1,5.181255341E-1,-4.832094014E-1,-3.432050943E-1
1.733623225E1,5.026704073E-1,-3.967445493E-1,-3.460573256E-1
1.734622825E1,4.947119057E-1,-3.320550323E-1,-3.269510865E-1
1.735622425E1,4.754380584E-1,-2.900122404E-1,-2.796789110E-1
1.736622025E1,4.468873143E-1,-2.787360549E-1,-2.146166712E-1
1.737621525E1,4.066791534E-1,-2.957736254E-1,-1.457273513E-1
1.738621125E1,3.677451015E-1,-3.471747935E-1,-8.453039080E-2
1.739620725E1,3.279697299E-1,-4.012087286E-1,-4.708820581E-2
1.740620325E1,2.958081365E-1,-4.503660798E-1,-4.204308242E-2
1.741619825E1,2.810206711E-1,-4.914202988E-1,-4.426468909E-2
1.742619425E1,2.868370414E-1,-5.140317082E-1,-5.874098837E-2
1.743619025E1,3.169829845E-1,-5.007808805E-1,-7.953415066E-2
1.744618625E1,3.553680480E-1,-4.902848303E-1,-8.397855610E-2
1.745618125E1,3.997954428E-1,-4.981052279E-1,-6.500352919E-2
1.746617725E1,4.556194842E-1,-5.055707097E-1,-2.640133910E-2
1.747617325E1,5.017033219E-1,-5.137934685E-1,1.481853612E-2
1.748616925E1,5.329055786E-1,-5.208362937E-1,4.067469761E-2
1.749616425E1,5.532643795E-1,-5.124710202E-1,5.064397678E-2
1.750616025E1,5.624069571E-1,-4.928751588E-1,3.873175755E-2
1.751615625E1,5.728449821E-1,-4.829343855E-1,1.531378459E-2
1.752615225E1,5.993296504E-1,-4.809426665E-1,-2.799149603E-2
1.753614725E1,6.435168386E-1,-4.955186546E-1,-8.177376539E-2
1.754614325E1,6.914122105E-1,-5.414380431E-1,-1.247945204E-1
1.755613925E1,7.529658675E-1,-6.153090596E-1,-1.385508180E-1
1.756613525E1,8.234623075E-1,-7.016605139E-1,-1.301812828E-1
1.757613025E1,8.933883905E-1,-7.814506888E-1,-1.024790779E-1
1.758612625E1,9.442031384E-1,-8.382788301E-1,-6.096844003E-2
1.759612225E1,9.919019341E-1,-8.540545702E-1,-3.036259301E-2
1.760611825E1,1.061473608E0,-8.448639512E-1,-2.612179145E-2
1.761611325E1,1.098462224E0,-8.675354123E-1,-6.790158805E-4
1.762610925E1,1.071484923E0,-9.277123213E-1,7.357577235E-2
1.763610525E1,1.042880177E0,-1.037439585E0,2.033180445E-1
1.764610125E1,1.071283460E0,-1.202849150E0,3.573038876E-1
1.765609625E1,1.178751826E0,-1.400630355E0,4.682213664E-1
1.766609225E1,1.357831240E0,-1.599356055E0,5.005460978E-1
1.767608825E1,1.553504825E0,-1.764882088E0,4.649550915E-1
1.768608325E1,1.711559057E0,-1.894078255E0,4.091813564E-1
1.769607925E1,1.837956667E0,-1.968728185E0,3.332887292E-1
1.770607525E1,1.913605809E0,-1.994262695E0,2.946933210E-1
1.771607125E1,1.946221709E0,-2.003802538E0,3.235491812E-1
1.772606625E1,1.949398398E0,-1.995091438E0,4.084474146E-1
1.773606225E1,1.957034230E0,-1.983465075E0,5.092275739E-1
1.774605825E1,1.962880611E0,-1.981051683E0,5.696786046E-1
1.775605425E1,1.963013530E0,-1.964465499E0,5.703955293E-1
1.776605271E1,1.948530197E0,-1.943142772E0,5.515072942E-1
1.777604871E1,1.899534702E0,-1.913228989E0,4.803449810E-1
1.778604471E1,1.818977118E0,-1.847830653E0,3.636277318E-1
1.779604071E1,1.771075845E0,-1.748777866E0,2.428251505E-1
1.780603571E1,1.766222954E0,-1.641041160E0,1.518986374E-1
1.781603171E1,1.817916274E0,-1.556911349E0,1.281544268E-1
1.782602771E1,1.919052958E0,-1.503725052E0,1.755492836E-1
1.783602371E1,2.043406963E0,-1.494179964E0,2.814877033E-1
1.784601871E1,2.158711433E0,-1.545099974E0,3.958120048E-1
1.785601471E1,2.247589111E0,-1.647143006E0,5.009166002E-1
1.786601071E1,2.320467472E0,-1.767776251E0,5.908535123E-1
1.787600671E1,2.380475998E0,-1.908601999E0,6.513519883E-1
1.788600171E1,2.406699657E0,-2.074143648E0,6.791575551E-1
1.789599771E1,2.418878794E0,-2.244465113E0,6.663024426E-1
1.790599371E1,2.407278538E0,-2.378028393E0,6.216465235E-1
1.791598971E1,2.390604496E0,-2.469180346E0,5.549974442E-1
1.792598471E1,2.356693506E0,-2.510365009E0,4.767183959E-1
1.793598071E1,2.313894272E0,-2.501093626E0,4.194060862E-1
1.794597671E1,2.251206875E0,-2.446655273E0,3.774816394E-1
1.795597271E1,2.155289173E0,-2.380616188E0,3.605849445E-1
1.796596771E1,2.027321815E0,-2.308811665E0,3.419036567E-1
1.797596371E1,1.871178150E0,-2.236093044E0,3.287582695E-1
1.798595971E1,1.706492543E0,-2.159899473E0,3.171484470E-1
1.799595571E1,1.556272745E0,-2.072178602E0,2.925150096E-1
1.800595071E1,1.444692135E0,-1.965609789E0,2.362645566E-1
1.801594671E1,1.335417032E0,-1.851349831E0,1.573910415E-1
1.802594271E1,1.186819196E0,-1.739146709E0,6.360850483E-2
1.803593871E1,9.982727170E-1,-1.619958282E0,-1.844934374E-2
1.804593371E1,7.747859955E-1,-1.481575608E0,-7.970508933E-2
1.805592971E1,5.476338267E-1,-1.357477427E0,-1.237729490E-1
1.806592571E1,3.467705846E-1,-1.253234506E0,-1.369569600E-1
1.807592171E1,2.083618343E-1,-1.180660129E0,-1.431056559E-1
1.808591671E1,1.128715798E-1,-1.134336591E0,-1.458026916E-1
1.809591271E1,5.624664575E-2,-1.085067630E0,-1.638205796E-1
1.810590871E1,3.394490853E-2,-1.018783689E0,-2.201676071E-1
1.811590471E1,4.295518249E-2,-9.300706387E-1,-2.892739773E-1
1.812589971E1,8.631502837E-2,-8.515110016E-1,-3.657613099E-1
1.813589571E1,1.646828055E-1,-7.917640209E-1,-4.292308390E-1
1.814589171E1,2.631306946E-1,-7.724598646E-1,-4.566455185E-1
1.815588771E1,3.862936199E-1,-8.098232150E-1,-4.568151534E-1
1.816588271E1,5.301879048E-1,-8.627904654E-1,-4.329216480E-1
1.817587871E1,6.433690786E-1,-8.992062211E-1,-4.074354768E-1
1.818587471E1,6.814752817E-1,-8.907750845E-1,-4.133876562E-1
1.819587071E1,6.264106631E-1,-8.138677478E-1,-4.392903447E-1
1.820586571E1,4.847943187E-1,-6.757745147E-1,-4.746611714E-1
1.821586171E1,2.621080279E-1,-4.862663448E-1,-5.195700526E-1
1.822585771E1,1.297660172E-3,-2.697668672E-1,-5.445963740E-1
1.823585271E1,-2.410223037E-1,-6.291302294E-2,-5.356750488E-1
1.824584871E1,-4.006263018E-1,1.522157341E-1,-4.848982394E-1
1.825584471E1,-4.484188557E-1,3.147188723E-1,-4.010576904E-1
1.826584071E1,-3.916997015E-1,3.955367506E-1,-2.875662148E-1
1.827583571E1,-2.505977154E-1,3.948411047E-1,-1.490674615E-1
1.828583171E1,-7.818506658E-2,3.297835588E-1,4.279342014E-3
1.829582771E1,7.429581881E-2,1.963458806E-1,1.115259007E-1
1.830582371E1,1.349837482E-1,2.598837949E-2,1.372039020E-1
1.831581871E1,9.667576849E-2,-1.577851772E-1,9.335441887E-2
1.832581471E1,4.308205098E-4,-3.027550280E-1,2.673601173E-2
1.833581071E1,-8.395170420E-2,-3.657142818E-1,-2.428243123E-2
1.834580671E1,-1.017431244E-1,-3.755719066E-1,-1.751961745E-2
